name,adress,c,cp,e,date,note,h,adress2,lat,long
"EL RANCHO #25 - GROCERY ","4121 GASTON AVE ",,75246,"46E ",18/07/2014,100,"Routine","4121 GASTON AVE ,DALLAS,TX,75246","32,794827","-96,776527"
"EL RANCHO #25 - MEAT & SEAFOOD ","4121 GASTON AVE ",,75246,"46E ",18/07/2014,97,"Routine","4121 GASTON AVE ,DALLAS,TX,75246","32,794827","-96,776527"
"EL RANCHO #25 - PRODUCE ","4121 GASTON AVE ",,75246,"46E ",18/07/2014,100,"Routine","4121 GASTON AVE ,DALLAS,TX,75246","32,794827","-96,776527"
"EL RANCHO #25 - TAQUERIA/PULAPA ","4121 GASTON AVE ",,75246,"46E ",18/07/2014,94,"Routine","4121 GASTON AVE ,DALLAS,TX,75246","32,794827","-96,776527"
"EL RANCHO #25 - BAKERY/TORTILLERIA ","4121 GASTON AVE ",,75246,"46E ",18/07/2014,96,"Routine","4121 GASTON AVE ,DALLAS,TX,75246","32,794827","-96,776527"
"EL RANCHO #25 - GROCERY ","4121 GASTON AVE ",,75246,"46E ",18/07/2014,100,"Routine","4121 GASTON AVE ,DALLAS,TX,75246","32,794827","-96,776527"
"EL RANCHO #25 - MEAT & SEAFOOD ","4121 GASTON AVE ",,75246,"46E ",18/07/2014,97,"Routine","4121 GASTON AVE ,DALLAS,TX,75246","32,794827","-96,776527"
"EL RANCHO #25 - PRODUCE ","4121 GASTON AVE ",,75246,"46E ",18/07/2014,100,"Routine","4121 GASTON AVE ,DALLAS,TX,75246","32,794827","-96,776527"
"EL RANCHO #25 - TAQUERIA/PULAPA ","4121 GASTON AVE ",,75246,"46E ",18/07/2014,94,"Routine","4121 GASTON AVE ,DALLAS,TX,75246","32,794827","-96,776527"
"EL RANCHO #25 - BAKERY/TORTILLERIA ","4121 GASTON AVE ",,75246,"46E ",18/07/2014,96,"Routine","4121 GASTON AVE ,DALLAS,TX,75246","32,794827","-96,776527"
"EL RANCHO #25 - GROCERY ","4121 GASTON AVE ",,75246,"46E ",18/07/2014,100,"Routine","4121 GASTON AVE ,DALLAS,TX,75246","32,794827","-96,776527"
"EL RANCHO #25 - MEAT & SEAFOOD ","4121 GASTON AVE ",,75246,"46E ",18/07/2014,97,"Routine","4121 GASTON AVE ,DALLAS,TX,75246","32,794827","-96,776527"
"EL RANCHO #25 - PRODUCE ","4121 GASTON AVE ",,75246,"46E ",18/07/2014,100,"Routine","4121 GASTON AVE ,DALLAS,TX,75246","32,794827","-96,776527"
"EL RANCHO #25 - TAQUERIA/PULAPA ","4121 GASTON AVE ",,75246,"46E ",18/07/2014,94,"Routine","4121 GASTON AVE ,DALLAS,TX,75246","32,794827","-96,776527"
"EL RANCHO #25 - BAKERY/TORTILLERIA ","4121 GASTON AVE ",,75246,"46E ",18/07/2014,96,"Routine","4121 GASTON AVE ,DALLAS,TX,75246","32,794827","-96,776527"
"EL RANCHO #25 - GROCERY ","4121 GASTON AVE ",,75246,"46E ",18/07/2014,100,"Routine","4121 GASTON AVE ,DALLAS,TX,75246","32,794827","-96,776527"
"EL RANCHO #25 - MEAT & SEAFOOD ","4121 GASTON AVE ",,75246,"46E ",18/07/2014,97,"Routine","4121 GASTON AVE ,DALLAS,TX,75246","32,794827","-96,776527"
"EL RANCHO #25 - PRODUCE ","4121 GASTON AVE ",,75246,"46E ",18/07/2014,100,"Routine","4121 GASTON AVE ,DALLAS,TX,75246","32,794827","-96,776527"
"EL RANCHO #25 - TAQUERIA/PULAPA ","4121 GASTON AVE ",,75246,"46E ",18/07/2014,94,"Routine","4121 GASTON AVE ,DALLAS,TX,75246","32,794827","-96,776527"
"EL RANCHO #25 - BAKERY/TORTILLERIA ","4121 GASTON AVE ",,75246,"46E ",18/07/2014,96,"Routine","4121 GASTON AVE ,DALLAS,TX,75246","32,794827","-96,776527"
"EL RANCHO #25 - GROCERY ","4121 GASTON AVE ",,75246,"46E ",18/07/2014,100,"Routine","4121 GASTON AVE ,DALLAS,TX,75246","32,794827","-96,776527"
"EL RANCHO #25 - MEAT & SEAFOOD ","4121 GASTON AVE ",,75246,"46E ",18/07/2014,97,"Routine","4121 GASTON AVE ,DALLAS,TX,75246","32,794827","-96,776527"
"EL RANCHO #25 - PRODUCE ","4121 GASTON AVE ",,75246,"46E ",18/07/2014,100,"Routine","4121 GASTON AVE ,DALLAS,TX,75246","32,794827","-96,776527"
"EL RANCHO #25 - TAQUERIA/PULAPA ","4121 GASTON AVE ",,75246,"46E ",18/07/2014,94,"Routine","4121 GASTON AVE ,DALLAS,TX,75246","32,794827","-96,776527"
"EL RANCHO #25 - BAKERY/TORTILLERIA ","4121 GASTON AVE ",,75246,"46E ",18/07/2014,96,"Routine","4121 GASTON AVE ,DALLAS,TX,75246","32,794827","-96,776527"
"EL RANCHO #25 - GROCERY ","4121 GASTON AVE ",,75246,"46E ",18/07/2014,100,"Routine","4121 GASTON AVE ,DALLAS,TX,75246","32,794827","-96,776527"
"EL RANCHO #25 - MEAT & SEAFOOD ","4121 GASTON AVE ",,75246,"46E ",18/07/2014,97,"Routine","4121 GASTON AVE ,DALLAS,TX,75246","32,794827","-96,776527"
"EL RANCHO #25 - PRODUCE ","4121 GASTON AVE ",,75246,"46E ",18/07/2014,100,"Routine","4121 GASTON AVE ,DALLAS,TX,75246","32,794827","-96,776527"
"EL RANCHO #25 - TAQUERIA/PULAPA ","4121 GASTON AVE ",,75246,"46E ",18/07/2014,94,"Routine","4121 GASTON AVE ,DALLAS,TX,75246","32,794827","-96,776527"
"EL RANCHO #25 - BAKERY/TORTILLERIA ","4121 GASTON AVE ",,75246,"46E ",18/07/2014,96,"Routine","4121 GASTON AVE ,DALLAS,TX,75246","32,794827","-96,776527"
"EL RANCHO #25 - GROCERY ","4121 GASTON AVE ",,75246,"46E ",18/07/2014,100,"Routine","4121 GASTON AVE ,DALLAS,TX,75246","32,794827","-96,776527"
"EL RANCHO #25 - MEAT & SEAFOOD ","4121 GASTON AVE ",,75246,"46E ",18/07/2014,97,"Routine","4121 GASTON AVE ,DALLAS,TX,75246","32,794827","-96,776527"
"EL RANCHO #25 - PRODUCE ","4121 GASTON AVE ",,75246,"46E ",18/07/2014,100,"Routine","4121 GASTON AVE ,DALLAS,TX,75246","32,794827","-96,776527"
"EL RANCHO #25 - TAQUERIA/PULAPA ","4121 GASTON AVE ",,75246,"46E ",18/07/2014,94,"Routine","4121 GASTON AVE ,DALLAS,TX,75246","32,794827","-96,776527"
"EL RANCHO #25 - BAKERY/TORTILLERIA ","4121 GASTON AVE ",,75246,"46E ",18/07/2014,96,"Routine","4121 GASTON AVE ,DALLAS,TX,75246","32,794827","-96,776527"
"EL RANCHO #25 - GROCERY ","4121 GASTON AVE ",,75246,"46E ",18/07/2014,100,"Routine","4121 GASTON AVE ,DALLAS,TX,75246","32,794827","-96,776527"
"EL RANCHO #25 - MEAT & SEAFOOD ","4121 GASTON AVE ",,75246,"46E ",18/07/2014,97,"Routine","4121 GASTON AVE ,DALLAS,TX,75246","32,794827","-96,776527"
"EL RANCHO #25 - PRODUCE ","4121 GASTON AVE ",,75246,"46E ",18/07/2014,100,"Routine","4121 GASTON AVE ,DALLAS,TX,75246","32,794827","-96,776527"
"EL RANCHO #25 - TAQUERIA/PULAPA ","4121 GASTON AVE ",,75246,"46E ",18/07/2014,94,"Routine","4121 GASTON AVE ,DALLAS,TX,75246","32,794827","-96,776527"
"EL RANCHO #25 - BAKERY/TORTILLERIA ","4121 GASTON AVE ",,75246,"46E ",18/07/2014,96,"Routine","4121 GASTON AVE ,DALLAS,TX,75246","32,794827","-96,776527"
"EL RANCHO #25 - GROCERY ","4121 GASTON AVE ",,75246,"46E ",18/07/2014,100,"Routine","4121 GASTON AVE ,DALLAS,TX,75246","32,794827","-96,776527"
"EL RANCHO #25 - MEAT & SEAFOOD ","4121 GASTON AVE ",,75246,"46E ",18/07/2014,97,"Routine","4121 GASTON AVE ,DALLAS,TX,75246","32,794827","-96,776527"
"EL RANCHO #25 - PRODUCE ","4121 GASTON AVE ",,75246,"46E ",18/07/2014,100,"Routine","4121 GASTON AVE ,DALLAS,TX,75246","32,794827","-96,776527"
"EL RANCHO #25 - TAQUERIA/PULAPA ","4121 GASTON AVE ",,75246,"46E ",18/07/2014,94,"Routine","4121 GASTON AVE ,DALLAS,TX,75246","32,794827","-96,776527"
"EL RANCHO #25 - BAKERY/TORTILLERIA ","4121 GASTON AVE ",,75246,"46E ",18/07/2014,96,"Routine","4121 GASTON AVE ,DALLAS,TX,75246","32,794827","-96,776527"
"EL RANCHO #25 - GROCERY ","4121 GASTON AVE ",,75246,"46E ",18/07/2014,100,"Routine","4121 GASTON AVE ,DALLAS,TX,75246","32,794827","-96,776527"
"EL RANCHO #25 - MEAT & SEAFOOD ","4121 GASTON AVE ",,75246,"46E ",18/07/2014,97,"Routine","4121 GASTON AVE ,DALLAS,TX,75246","32,794827","-96,776527"
"EL RANCHO #25 - PRODUCE ","4121 GASTON AVE ",,75246,"46E ",18/07/2014,100,"Routine","4121 GASTON AVE ,DALLAS,TX,75246","32,794827","-96,776527"
"EL RANCHO #25 - TAQUERIA/PULAPA ","4121 GASTON AVE ",,75246,"46E ",18/07/2014,94,"Routine","4121 GASTON AVE ,DALLAS,TX,75246","32,794827","-96,776527"
"DANNY'S TACOS Y MAS ","1515 S BUCKNER BLVD ","#243 ",75217,"58L ",11/08/2014,90,"Routine","1515 S BUCKNER BLVD ,DALLAS,TX,75217","32,7385101","-96,6830235"
"DANNY'S TACOS Y MAS ","1515 S BUCKNER BLVD ","#243 ",75217,"58L ",11/08/2014,90,"Routine","1515 S BUCKNER BLVD ,DALLAS,TX,75217","32,7385101","-96,6830235"
"DANNY'S TACOS Y MAS ","1515 S BUCKNER BLVD ","#243 ",75217,"58L ",11/08/2014,90,"Routine","1515 S BUCKNER BLVD ,DALLAS,TX,75217","32,7385101","-96,6830235"
"DANNY'S TACOS Y MAS ","1515 S BUCKNER BLVD ","#243 ",75217,"58L ",11/08/2014,90,"Routine","1515 S BUCKNER BLVD ,DALLAS,TX,75217","32,7385101","-96,6830235"
"DANNY'S TACOS Y MAS ","1515 S BUCKNER BLVD ","#243 ",75217,"58L ",11/08/2014,90,"Routine","1515 S BUCKNER BLVD ,DALLAS,TX,75217","32,7385101","-96,6830235"
"EL RANCHO #14-PALAPA ","14211 COIT RD ",,75254,"16K ",25/08/2014,83,"Routine","14211 COIT RD ,DALLAS,TX,75254","32,9414045","-96,7690621"
"EL RANCHO #14-PALAPA ","14211 COIT RD ",,75254,"16K ",25/08/2014,83,"Routine","14211 COIT RD ,DALLAS,TX,75254","32,9414045","-96,7690621"
"EL RANCHO #14-PALAPA ","14211 COIT RD ",,75254,"16K ",25/08/2014,83,"Routine","14211 COIT RD ,DALLAS,TX,75254","32,9414045","-96,7690621"
"EL RANCHO #14-PALAPA ","14211 COIT RD ",,75254,"16K ",25/08/2014,83,"Routine","14211 COIT RD ,DALLAS,TX,75254","32,9414045","-96,7690621"
"EL RANCHO #14-PALAPA ","14211 COIT RD ",,75254,"16K ",25/08/2014,83,"Routine","14211 COIT RD ,DALLAS,TX,75254","32,9414045","-96,7690621"
"EL RANCHO #14-PALAPA ","14211 COIT RD ",,75254,"16K ",25/08/2014,83,"Routine","14211 COIT RD ,DALLAS,TX,75254","32,9414045","-96,7690621"
"FRUITLANDIA ","10788 HARRY HINES BLVD ","#G-8 ",75220,"23X ",11/09/2014,81,"Routine","10788 HARRY HINES BLVD ,DALLAS,TX,75220","32,874233","-96,882698"
"EL REGIO ","315 E JEFFERSON BLVD ",,75203,"54H ",14/01/2014,80,"Routine","315 E JEFFERSON BLVD ,DALLAS,TX,75203","32,7449059","-96,8202165"
"EL REGIO ","315 E JEFFERSON BLVD ",,75203,"54H ",14/01/2014,80,"Routine","315 E JEFFERSON BLVD ,DALLAS,TX,75203","32,7449059","-96,8202165"
"EL RINCON DE VILLA ","6867 GREENVILLE AVE ",,75231,"26T ",21/08/2014,79,"Routine","6867 GREENVILLE AVE ,DALLAS,TX,75231","32,871021","-96,765915"
"EL RINCON DE VILLA ","6867 GREENVILLE AVE ",,75231,"26T ",21/08/2014,79,"Routine","6867 GREENVILLE AVE ,DALLAS,TX,75231","32,871021","-96,765915"
"FRUTERIA JUANITA ","11200 HARRY HINES BLVD ","H3 ",75229,"23J ",10/10/2014,83,"Routine","11200 HARRY HINES BLVD ,DALLAS,TX,75229","32,8894","-96,887619"
"CASA CAVAZOS ","5409 N JIM MILLER RD ",,75227,"48N ",25/10/2014,78,"Routine","5409 N JIM MILLER RD ,DALLAS,TX,75227","32,790852","-96,700783"
"B C ICE CREAM A ","735 N WESTMORELAND RD ",,75211,"53B ",10/10/2014,87,"Routine","735 N WESTMORELAND RD ,DALLAS,TX,75211","32,7510186","-96,874257"
"B C ICE CREAM B ","735 N WESTMORELAND RD ",,75211,"53B ",10/10/2014,100,"Routine","735 N WESTMORELAND RD ,DALLAS,TX,75211","32,7510186","-96,874257"
"BC ICE CREAM # 3 ","735 N WESTMORELAND RD ",210,75211,"53B ",10/10/2014,100,"Routine","735 N WESTMORELAND RD ,DALLAS,TX,75211","32,7510186","-96,874257"
"ELAM GROCERY ","6527 ELAM RD ",,75217,"57V ",13/10/2014,87,"Routine","6527 ELAM RD ,DALLAS,TX,75217","32,720116","-96,708084"
"ELBOW ROOM ","3010 GASTON AVE ",,75226,"45H ",20/11/2014,87,"Routine","3010 GASTON AVE ,DALLAS,TX,75226","32,78825","-96,783249"
"ELISHA PEASE ELEMENTARY ","2914 CUMMINGS ST ",,75216,"66A ",21/05/2014,90,"Routine","2914 CUMMINGS ST ,DALLAS,TX,75216","32,697998","-96,772644"
"ELIXIR JUICE BAR ","8084 PARK LN ","#141 ",75231,"26T ",18/08/2014,83,"Routine","8084 PARK LN ,DALLAS,TX,75231","32,871893","-96,7675084"
"ELIXIR JUICE BAR ","8084 PARK LN ","#141 ",75231,"26T ",18/08/2014,83,"Routine","8084 PARK LN ,DALLAS,TX,75231","32,871893","-96,7675084"
"DALLAS ELKS LODGE #71 ","8550 LULLWATER DR ",,75238,"28W ",20/11/2014,94,"Routine","8550 LULLWATER DR ,DALLAS,TX,75238","32,865459","-96,703178"
"ELK'S LODGE BAR #71 ","8550 LULLWATER DR ",,75238,"28W ",20/11/2014,94,"Routine","8550 LULLWATER DR ,DALLAS,TX,75238","32,865459","-96,703178"
"ELLEN'S SOUTHERN KITCHEN ","1718 N MARKET ST ",,75202,"45P ",25/07/2014,88,"Routine","1718 N MARKET ST ,DALLAS,TX,75202","32,7816837","-96,8067297"
"ELM STREET BAR ","2810 ELM ST ",,75226,"45M ",08/08/2014,97,"Routine","2810 ELM ST ,DALLAS,TX,75226","32,784531","-96,783081"
"ELMER'S #6 ","234 S RIVERFRONT BLVD ",,75207,"45N ",11/04/2014,80,"Routine","234 S RIVERFRONT BLVD ,DALLAS,TX,75207","32,7754623","-96,8131723"
"ELMER'S 117 ","2101 S RIVERFRONT BLVD ",,75207,"45Y ",11/04/2014,94,"Routine","2101 S RIVERFRONT BLVD ,DALLAS,TX,75207","32,759388","-96,793602"
"ELROD'S COST PLUS ","1314 S BUCKNER BLVD ",,75217,"58L ",07/10/2014,90,"Routine","1314 S BUCKNER BLVD ,DALLAS,TX,75217","32,7347758","-96,6827962"
"ELROD'S COST PLUS ","2025 FORT WORTH AVE ",,75208,"43Z ",13/08/2014,96,"Routine","2025 FORT WORTH AVE ,DALLAS,TX,75208","32,7630584","-96,8550215"
"EMBASSY STES DALLAS MRKT CNTR GRILL ","2727 N STEMMONS FRWY ",,75207,"34X ",29/06/2014,91,"Routine","2727 N STEMMONS FRWY ,DALLAS,TX,75207","32,807636","-96,844925"
"EMBASSY STES DALLAS MRKT CNTR GRILL ","2727 N STEMMONS FRWY ",,75207,"34X ",29/06/2014,91,"Routine","2727 N STEMMONS FRWY ,DALLAS,TX,75207","32,807636","-96,844925"
"EMBASSY SUITES DALLAS PARK CENTRAL - KITCHEN ","13131 N CENTRAL EXPW ",,75243,"16Q ",12/08/2014,87,"Routine","13131 N CENTRAL EXPW ,DALLAS,TX,75243","32,927425","-96,762924"
"EMBASSY SUITES DALLAS PARK CENTRAL - KITCHEN ","13131 N CENTRAL EXPW ",,75243,"16Q ",12/08/2014,87,"Routine","13131 N CENTRAL EXPW ,DALLAS,TX,75243","32,927425","-96,762924"
"EMBASSY SUITES PARK CENTRAL - BAR ","13131 N CENTRAL EXPW ",,75243,"16Q ",12/08/2014,89,"Routine","13131 N CENTRAL EXPW ,DALLAS,TX,75243","32,927425","-96,762924"
"EMBASSY SUITES PARK CENTRAL - BAR ","13131 N CENTRAL EXPW ",,75243,"16Q ",12/08/2014,89,"Routine","13131 N CENTRAL EXPW ,DALLAS,TX,75243","32,927425","-96,762924"
"EMBASSY SUITES PARK CENTRAL BREAKFAST KITCHEN ","13131 N CENTRAL EXPW ",,75243,"16Q ",12/08/2014,80,"Routine","13131 N CENTRAL EXPW ,DALLAS,TX,75243","32,927425","-96,762924"
"EMBASSY SUITES PARK CENTRAL BREAKFAST KITCHEN ","13131 N CENTRAL EXPW ",,75243,"16Q ",12/08/2014,80,"Routine","13131 N CENTRAL EXPW ,DALLAS,TX,75243","32,927425","-96,762924"
"EMBASSY SUITES DALLAS PARK CENTRAL - KITCHEN ","13131 N CENTRAL EXPW ",,75243,"16Q ",12/08/2014,87,"Routine","13131 N CENTRAL EXPW ,DALLAS,TX,75243","32,927425","-96,762924"
"EMBASSY SUITES DALLAS PARK CENTRAL - KITCHEN ","13131 N CENTRAL EXPW ",,75243,"16Q ",12/08/2014,87,"Routine","13131 N CENTRAL EXPW ,DALLAS,TX,75243","32,927425","-96,762924"
"EMBASSY SUITES PARK CENTRAL - BAR ","13131 N CENTRAL EXPW ",,75243,"16Q ",12/08/2014,89,"Routine","13131 N CENTRAL EXPW ,DALLAS,TX,75243","32,927425","-96,762924"
"EMBASSY SUITES PARK CENTRAL - BAR ","13131 N CENTRAL EXPW ",,75243,"16Q ",12/08/2014,89,"Routine","13131 N CENTRAL EXPW ,DALLAS,TX,75243","32,927425","-96,762924"
"EMBASSY SUITES PARK CENTRAL BREAKFAST KITCHEN ","13131 N CENTRAL EXPW ",,75243,"16Q ",12/08/2014,80,"Routine","13131 N CENTRAL EXPW ,DALLAS,TX,75243","32,927425","-96,762924"
"EMBASSY SUITES PARK CENTRAL BREAKFAST KITCHEN ","13131 N CENTRAL EXPW ",,75243,"16Q ",12/08/2014,80,"Routine","13131 N CENTRAL EXPW ,DALLAS,TX,75243","32,927425","-96,762924"
"EMBASSY SUITES DALLAS PARK CENTRAL - KITCHEN ","13131 N CENTRAL EXPW ",,75243,"16Q ",12/08/2014,87,"Routine","13131 N CENTRAL EXPW ,DALLAS,TX,75243","32,927425","-96,762924"
"EMBASSY SUITES DALLAS PARK CENTRAL - KITCHEN ","13131 N CENTRAL EXPW ",,75243,"16Q ",12/08/2014,87,"Routine","13131 N CENTRAL EXPW ,DALLAS,TX,75243","32,927425","-96,762924"
"EMBASSY SUITES PARK CENTRAL - BAR ","13131 N CENTRAL EXPW ",,75243,"16Q ",12/08/2014,89,"Routine","13131 N CENTRAL EXPW ,DALLAS,TX,75243","32,927425","-96,762924"
"EMBASSY SUITES PARK CENTRAL - BAR ","13131 N CENTRAL EXPW ",,75243,"16Q ",12/08/2014,89,"Routine","13131 N CENTRAL EXPW ,DALLAS,TX,75243","32,927425","-96,762924"
"EMBASSY SUITES PARK CENTRAL BREAKFAST KITCHEN ","13131 N CENTRAL EXPW ",,75243,"16Q ",12/08/2014,80,"Routine","13131 N CENTRAL EXPW ,DALLAS,TX,75243","32,927425","-96,762924"
"EMBASSY SUITES PARK CENTRAL BREAKFAST KITCHEN ","13131 N CENTRAL EXPW ",,75243,"16Q ",12/08/2014,80,"Routine","13131 N CENTRAL EXPW ,DALLAS,TX,75243","32,927425","-96,762924"
"EMBASSY SUITES/ETHANS BISTRO ","14021 NOEL RD ",,75240,"14R ",08/09/2014,81,"Routine","14021 NOEL RD ,DALLAS,TX,75240","32,938362","-96,818825"
"EMERALD CITY ","2532 MLK BLVD ",,75215,"46S ",18/04/2014,90,"Routine","2532 MLK BLVD ,DALLAS,TX,75215","32,7664259","-96,7714566"
"EMILIOS RESTAURANT ","2016 S ERVAY ST ",,75215,"45V ",20/11/2014,80,"Routine","2016 S ERVAY ST ,DALLAS,TX,75215","32,7689116","-96,7855422"
"EMILY'S GROCERY ","1818 METROPOLITAN AVE ",,75215,"46X ",05/11/2014,79,"Routine","1818 METROPOLITAN AVE ,DALLAS,TX,75215","32,75761","-96,768822"
"CHARGERS CAFE ","7502 FAIR OAKS AVE ",,75231,"26U ",11/09/2014,91,"Routine","7502 FAIR OAKS AVE ,DALLAS,TX,75231","32,876381","-96,751907"
"EMMETT CONRAD HIGH SCHOOL ","7502 FAIR OAKS AVE ",,75231,"26U ",11/09/2014,94,"Routine","7502 FAIR OAKS AVE ,DALLAS,TX,75231","32,876381","-96,751907"
"EMPIRE CENTRAL CAFE & GRILL ","8435 N STEMMONS FRWY ",101,75247,"33Q ",20/08/2014,84,"Routine","8435 N STEMMONS FRWY ,DALLAS,TX,75247","32,827347","-96,87394"
"EMPIRE CENTRAL SHELL ","8390 N STEMMONS FRWY ",,75247,"33Q ",28/06/2014,96,"Routine","8390 N STEMMONS FRWY ,DALLAS,TX,75247","32,826351","-96,871315"
"EMPIRE CENTRAL TEXACO ","8405 N STEMMONS FRWY ",,75247,"33Q ",16/04/2014,90,"Routine","8405 N STEMMONS FRWY ,DALLAS,TX,75247","32,826771","-96,873299"
"RAVENNA ","1301 MAIN ST ","#100 ",75202,"45P ",06/03/2014,81,"Routine","1301 MAIN ST ,DALLAS,TX,75202","32,780529","-96,800896"
"EMPIRE ROOM ","1225 N RIVERFRONT BLVD ",,75207,"45X ",23/04/2013,92,"Routine","1225 N RIVERFRONT BLVD ,DALLAS,TX,75207","32,788525","-96,819733"
"ENCHILADA'S ","1304 ELM ST ","#1304 ",75202,"45R ",20/10/2014,89,"Routine","1304 ELM ST ,DALLAS,TX,75202","32,781003","-96,80103"
"ENCHILADA'S ","7050 GREENVILLE AVE ",,75231,"26T ",05/06/2014,83,"Routine","7050 GREENVILLE AVE ,DALLAS,TX,75231","32,874687","-96,761932"
"PETE'S PIZZA ","4515 VILLAGE FAIR DR ","#A-8 ",75224,"64J ",27/08/2014,91,"Routine","4515 VILLAGE FAIR DR ,DALLAS,TX,75224","32,691959","-96,82885"
"TUCKER'S GRILL ","4515 VILLAGE FAIR DR ","E-3 ",75224,"64J ",27/08/2014,94,"Routine","4515 VILLAGE FAIR DR ,DALLAS,TX,75224","32,691959","-96,82885"
"ENERGY II DELI ","4849 GREENVILLE AVE ","#105 ",75206,"36K ",27/11/2013,97,"Routine","4849 GREENVILLE AVE ,DALLAS,TX,75206","32,8465","-96,771698"
"ENO'S PIZZA TAVERN ","407 N BISHOP AVE ","#101 ",75208,"54C ",10/09/2014,90,"Routine","407 N BISHOP AVE ,DALLAS,TX,75208","32,748344","-96,828613"
"EPISCOPAL SCHOOL OF DLS ","4100 MERRELL RD ",,75229,"22M ",25/08/2014,93,"Routine","4100 MERRELL RD ,DALLAS,TX,75229","32,88665","-96,840645"
"ESCAPADE ","2551 LOMBARDY LN ","#10 ",75220,"22W ",23/10/2014,93,"Routine","2551 LOMBARDY LN ,DALLAS,TX,75220","32,867493","-96,892738"
"ESCAPADE 2001 ","10701 FINNELL ST ",,75220,"22V ",23/10/2014,94,"Routine","10701 FINNELL ST ,DALLAS,TX,75220","32,8695213","-96,8936138"
"VERACRUZ CAFE ","408 N BISHOP AVE ","#107 ",75208,"54C ",01/05/2014,85,"Follow-up","408 N BISHOP AVE ,DALLAS,TX,75208","32,7482472","-96,8282665"
"ESTELAS RESTAURANT ","10828 FERGUSON RD ",,75228,"39E ",10/10/2014,90,"Routine","10828 FERGUSON RD ,DALLAS,TX,75228","32,8428642","-96,6640133"
"ESTES EDUCATION CENTER - DISD ","3313 S BECKLEY AVE ",,75224,"54Z ",08/09/2014,94,"Routine","3313 S BECKLEY AVE ,DALLAS,TX,75224","32,704147","-96,824478"
"CYNJOE INTERNATIONAL MARKET ","9203 SKILLMAN ST ","#112 ",75243,"27D ",18/09/2014,90,"Routine","9203 SKILLMAN ST ,DALLAS,TX,75243","32,903431","-96,716148"
"NOOR SON 99 CENT PLUS ","9203 SKILLMAN ST ","#106 ",75243,"27D ",18/09/2014,100,"Routine","9203 SKILLMAN ST ,DALLAS,TX,75243","32,903431","-96,716148"
"EUREST DINING ","6000 LEMMON AVE ",,75209,"34Q ",01/08/2014,94,"Routine","6000 LEMMON AVE ,DALLAS,TX,75209","32,832108","-96,82637"
"EUREST DINING SERVICE ","13510 N CENTRAL EXPW ",,75243,"16Q ",12/06/2014,92,"Routine","13510 N CENTRAL EXPW ,DALLAS,TX,75243","32,9333123","-96,7533624"
"EUREST DINING SERVICES ","500 N AKARD ST ","B-10 ",75201,"45K ",23/10/2014,94,"Routine","500 N AKARD ST ,DALLAS,TX,75201","32,784363","-96,800209"
"LINCOLN CAFE ","500 N AKARD ST ","#220 ",75201,"45K ",23/10/2014,100,"Routine","500 N AKARD ST ,DALLAS,TX,75201","32,784363","-96,800209"
"EUROMART & CAFE ","9711 PLANO RD ","B ",75238,"28N ",14/10/2014,94,"Routine","9711 PLANO RD ,DALLAS,TX,75238","32,879494","-96,701401"
"WHICH WHICH ","11613 N CENTRAL EXPW ",111,75243,"26B ",24/11/2014,80,"Routine","11613 N CENTRAL EXPW ,DALLAS,TX,75243","32,908138","-96,770378"
"EVA CAFE ","12404 PARK CENTRAL DR ","#110 ",75251,"16W ",14/08/2014,80,"Routine","12404 PARK CENTRAL DR ,DALLAS,TX,75251","32,917355","-96,775238"
"ADMIRAL #4065 ","2500 VICTORY AVE ","#4065 ",75201,"45E ",30/09/2014,93,"Routine","2500 VICTORY AVE ,DALLAS,TX,75201","32,790302","-96,810219"
"DALLAS NUTTY BAVARIAN UPSTAIRS ","2500 VICTORY AVE ",,75201,"45E ",30/09/2014,100,"Routine","2500 VICTORY AVE ,DALLAS,TX,75201","32,790302","-96,810219"
"PLAZA # 1060 VENDING ROOM 123 ","2500 VICTORY AVE ","#1082 ",75201,"45E ",30/09/2014,97,"Routine","2500 VICTORY AVE ,DALLAS,TX,75201","32,790302","-96,810219"
"PRESSBOX ","2500 VICTORY AVE ","PBOX ",75201,"45E ",30/09/2014,100,"Routine","2500 VICTORY AVE ,DALLAS,TX,75201","32,790302","-96,810219"
"THE NUTTY BAVARIAN 1ST FLOOR ","2500 VICTORY AVE ",,75201,"45E ",30/09/2014,100,"Routine","2500 VICTORY AVE ,DALLAS,TX,75201","32,790302","-96,810219"
"ADMIRAL #4065 ","2500 VICTORY AVE ","#4065 ",75201,"45E ",30/09/2014,93,"Routine","2500 VICTORY AVE ,DALLAS,TX,75201","32,790302","-96,810219"
"DALLAS NUTTY BAVARIAN UPSTAIRS ","2500 VICTORY AVE ",,75201,"45E ",30/09/2014,100,"Routine","2500 VICTORY AVE ,DALLAS,TX,75201","32,790302","-96,810219"
"PLAZA # 1060 VENDING ROOM 123 ","2500 VICTORY AVE ","#1082 ",75201,"45E ",30/09/2014,97,"Routine","2500 VICTORY AVE ,DALLAS,TX,75201","32,790302","-96,810219"
"PRESSBOX ","2500 VICTORY AVE ","PBOX ",75201,"45E ",30/09/2014,100,"Routine","2500 VICTORY AVE ,DALLAS,TX,75201","32,790302","-96,810219"
"THE NUTTY BAVARIAN 1ST FLOOR ","2500 VICTORY AVE ",,75201,"45E ",30/09/2014,100,"Routine","2500 VICTORY AVE ,DALLAS,TX,75201","32,790302","-96,810219"
